event_id,timestamp,port_id,port_name,disruption_type,description,severity,duration_hours,affected_shipments,economic_loss_usd,cascade_nodes,r_number,recovery_hours,antibody_match,detection_method,status
DIS-0152,2023-09-29 00:00,US-LAX,Los Angeles,customs_delay,Customs clearance delay — documentation backlog,0.427,72,269,1532406,0,1.02,116,AB-0001,crowdsource,resolved
DIS-0153,2024-03-04 00:00,CN-NGB,Ningbo,labor_strike,Labor union strike — port operations halted,0.751,12,316,2351054,7,0.76,28,NEW,immune_memory,resolved
DIS-0154,2024-10-11 00:00,IN-KOL,Kolkata Port,container_shortage,Container shortage — 40ft HC unavailable,0.715,8,56,449794,5,2.87,15,NEW,manual,ongoing
DIS-0155,2024-06-20 00:00,SG-SIN,Singapore,pandemic_restriction,Pandemic-related port restriction,0.658,168,191,2002098,6,1.12,284,AB-0004,crowdsource,resolved
DIS-0156,2025-04-16 00:00,IN-HAZ,Hazira Port,container_shortage,Container shortage — 40ft HC unavailable,0.644,24,367,1567619,5,3.19,51,AB-0003,immune_memory,resolved
DIS-0157,2023-08-10 00:00,US-LAX,Los Angeles,container_shortage,Container shortage — 40ft HC unavailable,0.736,12,492,1429826,6,1.79,19,AB-0003,immune_memory,ongoing
DIS-0158,2024-12-02 00:00,LK-CMB,Colombo,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.363,8,101,1306946,1,1.15,17,AB-0002,immune_memory,resolved
DIS-0159,2023-08-03 00:00,US-NYC,New York/New Jersey,equipment_failure,Crane/equipment failure — berth throughput reduced,0.651,48,105,1557383,8,2.79,92,NEW,sensor_network,monitoring
DIS-0160,2023-01-25 00:00,MY-PTG,Port Klang,container_shortage,Container shortage — 40ft HC unavailable,0.691,120,297,1237430,6,2.13,271,AB-0003,document_intel,monitoring
DIS-0161,2023-06-08 00:00,CN-SZX,Shenzhen,cyber_attack,Cyber attack on port community system,0.719,48,475,4475675,4,1.66,60,AB-0002,crowdsource,resolved
DIS-0162,2024-01-28 00:00,IN-TUT,Tuticorin Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.414,72,173,1196463,0,1.0,105,AB-0002,sensor_network,monitoring
DIS-0163,2024-10-24 00:00,KR-BUS,Busan,port_congestion,Port congestion — vessel queuing exceeds 48h,0.37,12,466,3159811,2,0.87,28,AB-0003,document_intel,resolved
DIS-0164,2024-11-06 00:00,CN-SZX,Shenzhen,port_congestion,Port congestion — vessel queuing exceeds 48h,0.697,48,370,4725562,6,3.39,92,NEW,manual,ongoing
DIS-0165,2023-10-30 00:00,SG-SIN,Singapore,equipment_failure,Crane/equipment failure — berth throughput reduced,0.451,48,382,5098738,0,0.9,75,AB-0002,sensor_network,resolved
DIS-0166,2023-12-19 00:00,IN-PAR,Paradip Port,pandemic_restriction,Pandemic-related port restriction,0.68,12,348,3192890,6,1.42,16,AB-0004,immune_memory,resolved
DIS-0167,2024-08-16 00:00,CN-NGB,Ningbo,geopolitical_tension,Geopolitical tension — route advisory issued,0.816,12,251,2962766,5,1.19,26,AB-0002,document_intel,resolved
DIS-0168,2023-02-18 00:00,IN-HAZ,Hazira Port,customs_delay,Customs clearance delay — documentation backlog,0.323,24,309,730224,1,0.87,32,AB-0002,sensor_network,resolved
DIS-0169,2024-05-01 00:00,TH-LCH,Laem Chabang,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.364,48,402,2688215,2,1.19,62,AB-0005,immune_memory,ongoing
DIS-0170,2024-06-24 00:00,MY-PTG,Port Klang,port_congestion,Port congestion — vessel queuing exceeds 48h,0.579,72,318,3248074,2,2.31,143,AB-0003,sensor_network,resolved
DIS-0171,2024-04-16 00:00,IN-KND,Kandla Port,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.905,120,288,1564691,7,0.81,230,AB-0003,manual,ongoing
DIS-0172,2024-06-25 00:00,NL-RTM,Rotterdam,rail_disruption,Rail network disruption — ICD connectivity lost,0.564,168,178,854011,1,2.52,253,NEW,sensor_network,ongoing
DIS-0173,2024-02-21 00:00,TH-LCH,Laem Chabang,labor_strike,Labor union strike — port operations halted,0.698,72,328,2809668,1,3.18,123,NEW,document_intel,ongoing
DIS-0174,2023-12-31 00:00,IN-HAZ,Hazira Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.604,12,301,865682,6,1.98,18,AB-0004,document_intel,resolved
DIS-0175,2023-02-28 00:00,CN-SZX,Shenzhen,customs_delay,Customs clearance delay — documentation backlog,0.39,48,338,3025088,2,0.52,72,AB-0001,sensor_network,resolved
DIS-0176,2023-01-03 00:00,CN-SHA,Shanghai,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.419,120,388,4958342,2,0.99,281,AB-0001,crowdsource,resolved
DIS-0177,2023-09-08 00:00,IN-KOC,Kochi Port,geopolitical_tension,Geopolitical tension — route advisory issued,0.773,48,216,519195,8,1.88,71,AB-0003,sensor_network,resolved
DIS-0178,2024-10-04 00:00,JP-YOK,Yokohama,equipment_failure,Crane/equipment failure — berth throughput reduced,0.621,8,294,2853079,6,1.74,15,AB-0003,document_intel,monitoring
DIS-0179,2023-02-06 00:00,US-NYC,New York/New Jersey,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.918,120,389,1452915,8,0.52,209,AB-0001,document_intel,ongoing
DIS-0180,2023-07-29 00:00,IN-TUT,Tuticorin Port,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.981,120,21,157858,7,1.56,162,AB-0005,sensor_network,ongoing
DIS-0181,2023-04-15 00:00,CN-NGB,Ningbo,customs_delay,Customs clearance delay — documentation backlog,0.681,48,278,2740249,8,1.59,73,AB-0005,sensor_network,resolved
DIS-0182,2025-01-24 00:00,IN-KOC,Kochi Port,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.905,24,353,1981350,1,3.44,55,AB-0002,document_intel,ongoing
DIS-0183,2023-04-27 00:00,IN-CHN,Chennai Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.847,4,209,763660,2,2.46,8,AB-0003,immune_memory,monitoring
DIS-0184,2025-02-16 00:00,SG-SIN,Singapore,customs_delay,Customs clearance delay — documentation backlog,0.724,168,19,133573,4,1.3,356,NEW,manual,resolved
DIS-0185,2024-06-15 00:00,IN-MUN,Mundra Port,container_shortage,Container shortage — 40ft HC unavailable,0.614,72,118,1707722,1,2.08,110,AB-0003,immune_memory,monitoring
DIS-0186,2024-08-23 00:00,LK-CMB,Colombo,labor_strike,Labor union strike — port operations halted,0.812,8,245,3306813,8,1.26,14,AB-0004,immune_memory,resolved
DIS-0187,2025-01-01 00:00,ZA-DUR,Durban,container_shortage,Container shortage — 40ft HC unavailable,0.612,12,304,821694,1,2.3,19,AB-0005,crowdsource,resolved
DIS-0188,2024-06-27 00:00,ZA-DUR,Durban,geopolitical_tension,Geopolitical tension — route advisory issued,0.667,12,462,5831146,6,1.72,27,NEW,immune_memory,resolved
DIS-0189,2023-06-05 00:00,NL-RTM,Rotterdam,weather_cyclone,Cyclone warning — vessel rerouting required,0.639,48,87,761869,1,1.09,82,AB-0001,crowdsource,resolved
DIS-0190,2024-02-19 00:00,NL-RTM,Rotterdam,rail_disruption,Rail network disruption — ICD connectivity lost,0.405,48,71,547545,2,1.09,77,AB-0001,immune_memory,monitoring
DIS-0191,2023-09-28 00:00,IN-PAR,Paradip Port,container_shortage,Container shortage — 40ft HC unavailable,0.693,48,500,7108042,1,1.77,58,AB-0001,sensor_network,resolved
DIS-0192,2023-02-17 00:00,KR-BUS,Busan,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.29,48,483,7041113,0,1.13,81,NEW,document_intel,resolved
DIS-0193,2023-12-23 00:00,MY-PTG,Port Klang,weather_cyclone,Cyclone warning — vessel rerouting required,0.881,24,48,332271,7,2.02,55,AB-0003,document_intel,resolved
DIS-0194,2024-03-31 00:00,ZA-DUR,Durban,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.349,24,242,2217375,1,0.48,56,AB-0002,document_intel,resolved
DIS-0195,2024-05-25 00:00,IN-PAR,Paradip Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.765,8,430,6334906,8,3.21,14,AB-0004,document_intel,resolved
DIS-0196,2023-03-14 00:00,CN-SZX,Shenzhen,geopolitical_tension,Geopolitical tension — route advisory issued,0.817,72,399,5264044,2,2.37,138,AB-0002,document_intel,resolved
DIS-0197,2023-01-07 00:00,MY-PTG,Port Klang,cyber_attack,Cyber attack on port community system,0.782,168,451,4326081,8,0.55,239,AB-0005,immune_memory,resolved
DIS-0198,2023-12-18 00:00,IN-VIZ,Visakhapatnam Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.532,48,167,2407181,2,2.84,101,AB-0001,sensor_network,monitoring
DIS-0199,2024-12-18 00:00,JP-YOK,Yokohama,rail_disruption,Rail network disruption — ICD connectivity lost,0.546,48,409,1703044,1,2.96,97,NEW,immune_memory,ongoing
DIS-0200,2024-06-22 00:00,CN-SZX,Shenzhen,equipment_failure,Crane/equipment failure — berth throughput reduced,0.507,24,33,222110,1,2.79,30,AB-0005,manual,resolved
DIS-0201,2023-06-02 00:00,MY-PTG,Port Klang,labor_strike,Labor union strike — port operations halted,0.622,48,125,479670,6,1.31,111,AB-0003,document_intel,ongoing
DIS-0202,2023-01-11 00:00,IN-KOL,Kolkata Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.77,4,338,3848576,8,2.13,4,AB-0005,crowdsource,resolved
DIS-0203,2023-09-18 00:00,IN-PAR,Paradip Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.485,12,90,1206436,1,0.76,24,NEW,immune_memory,monitoring
DIS-0204,2024-05-12 00:00,TH-LCH,Laem Chabang,equipment_failure,Crane/equipment failure — berth throughput reduced,0.516,12,469,1093958,0,1.15,22,AB-0001,sensor_network,ongoing
DIS-0205,2025-04-06 00:00,US-LAX,Los Angeles,pandemic_restriction,Pandemic-related port restriction,0.608,48,311,2817003,6,1.46,115,AB-0002,immune_memory,ongoing
DIS-0206,2025-03-03 00:00,MY-PTG,Port Klang,labor_strike,Labor union strike — port operations halted,0.765,24,221,921665,8,1.81,54,AB-0005,sensor_network,resolved
DIS-0207,2024-07-27 00:00,MY-PTG,Port Klang,labor_strike,Labor union strike — port operations halted,0.533,48,33,249426,1,0.55,83,AB-0003,crowdsource,resolved
DIS-0208,2024-02-16 00:00,LK-CMB,Colombo,equipment_failure,Crane/equipment failure — berth throughput reduced,0.461,48,226,3137211,1,0.69,74,AB-0003,sensor_network,resolved
DIS-0209,2024-12-18 00:00,IN-VIZ,Visakhapatnam Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.822,8,423,5326137,6,0.64,17,NEW,sensor_network,resolved
DIS-0210,2023-04-16 00:00,ZA-DUR,Durban,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.636,72,161,1332556,3,1.71,125,AB-0005,sensor_network,ongoing
DIS-0211,2024-09-24 00:00,MY-PTG,Port Klang,port_congestion,Port congestion — vessel queuing exceeds 48h,0.505,72,478,4464503,1,2.71,149,AB-0003,document_intel,resolved
DIS-0212,2024-09-15 00:00,IN-KND,Kandla Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.91,72,385,3699387,2,1.91,135,AB-0003,sensor_network,monitoring
DIS-0213,2024-10-27 00:00,AE-DXB,Dubai (Jebel Ali),cyber_attack,Cyber attack on port community system,0.892,12,323,738363,7,2.4,22,NEW,immune_memory,ongoing
DIS-0214,2025-01-28 00:00,IN-HAZ,Hazira Port,rail_disruption,Rail network disruption — ICD connectivity lost,0.782,4,170,2036928,5,0.91,7,AB-0005,document_intel,ongoing
DIS-0215,2023-05-16 00:00,TH-LCH,Laem Chabang,customs_delay,Customs clearance delay — documentation backlog,0.49,4,175,2391631,2,0.68,8,AB-0005,immune_memory,resolved
DIS-0216,2023-09-18 00:00,NL-RTM,Rotterdam,port_congestion,Port congestion — vessel queuing exceeds 48h,0.435,12,390,3879844,1,0.43,18,AB-0001,sensor_network,ongoing
DIS-0217,2025-01-11 00:00,TH-LCH,Laem Chabang,customs_delay,Customs clearance delay — documentation backlog,0.473,12,272,2140451,3,0.7,14,AB-0001,sensor_network,monitoring
DIS-0218,2024-11-10 00:00,DE-HAM,Hamburg,pandemic_restriction,Pandemic-related port restriction,0.656,72,118,1125896,2,0.57,101,AB-0004,crowdsource,monitoring
DIS-0219,2023-06-01 00:00,US-LAX,Los Angeles,pandemic_restriction,Pandemic-related port restriction,0.732,72,334,2002637,1,1.78,117,AB-0002,sensor_network,monitoring
DIS-0220,2024-07-22 00:00,CN-SZX,Shenzhen,equipment_failure,Crane/equipment failure — berth throughput reduced,0.501,24,108,1167599,0,1.22,29,AB-0003,immune_memory,resolved
DIS-0221,2024-05-02 00:00,IN-JNPT,Nhava Sheva (JNPT),labor_strike,Labor union strike — port operations halted,0.658,48,403,4165084,4,1.59,108,AB-0004,sensor_network,resolved
DIS-0222,2025-04-25 00:00,US-NYC,New York/New Jersey,port_congestion,Port congestion — vessel queuing exceeds 48h,0.62,24,259,1215812,5,1.78,43,AB-0001,sensor_network,resolved
DIS-0223,2025-03-09 00:00,KR-BUS,Busan,customs_delay,Customs clearance delay — documentation backlog,0.673,336,278,3968343,5,1.53,605,NEW,sensor_network,monitoring
DIS-0224,2024-07-16 00:00,LK-CMB,Colombo,port_congestion,Port congestion — vessel queuing exceeds 48h,0.67,24,423,6284845,7,3.12,47,AB-0002,immune_memory,resolved
DIS-0225,2023-08-21 00:00,CN-SHA,Shanghai,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.877,24,486,5550570,2,2.75,31,AB-0005,manual,resolved
DIS-0226,2023-01-26 00:00,KR-BUS,Busan,weather_cyclone,Cyclone warning — vessel rerouting required,0.817,8,487,6141258,5,1.2,15,AB-0002,sensor_network,resolved
DIS-0227,2023-05-29 00:00,CN-SHA,Shanghai,container_shortage,Container shortage — 40ft HC unavailable,0.603,24,273,3972537,3,2.46,51,AB-0003,sensor_network,monitoring
DIS-0228,2023-11-10 00:00,AE-DXB,Dubai (Jebel Ali),cyber_attack,Cyber attack on port community system,0.654,4,284,905016,5,1.15,6,AB-0004,immune_memory,resolved
DIS-0229,2024-05-03 00:00,MY-PTG,Port Klang,cyber_attack,Cyber attack on port community system,0.713,24,62,657559,6,2.12,54,AB-0005,crowdsource,monitoring
DIS-0230,2023-01-02 00:00,NL-RTM,Rotterdam,geopolitical_tension,Geopolitical tension — route advisory issued,0.854,48,432,3536253,4,2.53,102,AB-0002,sensor_network,ongoing
DIS-0231,2024-02-26 00:00,CN-SZX,Shenzhen,port_congestion,Port congestion — vessel queuing exceeds 48h,0.646,24,157,2211253,2,0.93,36,AB-0001,document_intel,monitoring
DIS-0232,2023-09-04 00:00,IN-VIZ,Visakhapatnam Port,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.854,12,128,1066702,4,2.45,15,AB-0005,crowdsource,resolved
DIS-0233,2023-06-26 00:00,MY-PTG,Port Klang,port_congestion,Port congestion — vessel queuing exceeds 48h,0.632,48,158,737160,6,0.93,83,AB-0003,manual,resolved
DIS-0234,2024-06-19 00:00,CN-SZX,Shenzhen,pandemic_restriction,Pandemic-related port restriction,0.569,4,251,2643424,3,3.33,7,AB-0001,sensor_network,monitoring
DIS-0235,2023-12-03 00:00,US-LAX,Los Angeles,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.981,4,78,1114258,8,1.71,4,AB-0002,document_intel,resolved
DIS-0236,2024-07-12 00:00,IN-VIZ,Visakhapatnam Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.841,48,468,3173144,6,2.38,77,AB-0004,document_intel,resolved
DIS-0237,2025-01-07 00:00,NL-RTM,Rotterdam,cyber_attack,Cyber attack on port community system,0.625,72,365,4241302,4,3.18,104,AB-0004,document_intel,resolved
DIS-0238,2023-02-05 00:00,CN-SHA,Shanghai,geopolitical_tension,Geopolitical tension — route advisory issued,0.764,168,485,1446011,7,1.34,400,AB-0002,sensor_network,resolved
DIS-0239,2023-08-06 00:00,MY-PTG,Port Klang,port_congestion,Port congestion — vessel queuing exceeds 48h,0.536,24,255,745085,1,0.96,41,NEW,immune_memory,resolved
DIS-0240,2025-02-20 00:00,IN-JNPT,Nhava Sheva (JNPT),rail_disruption,Rail network disruption — ICD connectivity lost,0.492,48,176,1633966,3,0.43,74,AB-0005,crowdsource,resolved
DIS-0241,2023-10-11 00:00,LK-CMB,Colombo,container_shortage,Container shortage — 40ft HC unavailable,0.547,120,90,220149,0,3.2,269,AB-0001,sensor_network,monitoring
DIS-0242,2023-11-13 00:00,IN-HAZ,Hazira Port,customs_delay,Customs clearance delay — documentation backlog,0.562,120,158,1074047,3,1.93,286,AB-0002,sensor_network,resolved
DIS-0243,2025-04-01 00:00,AE-DXB,Dubai (Jebel Ali),rail_disruption,Rail network disruption — ICD connectivity lost,0.52,336,71,259608,3,2.55,793,AB-0002,immune_memory,resolved
DIS-0244,2023-11-01 00:00,US-LAX,Los Angeles,geopolitical_tension,Geopolitical tension — route advisory issued,0.797,168,255,657819,3,1.43,361,AB-0004,sensor_network,resolved
DIS-0245,2024-07-08 00:00,CN-SHA,Shanghai,cyber_attack,Cyber attack on port community system,0.714,8,380,5489889,7,2.17,14,AB-0004,immune_memory,resolved
DIS-0246,2023-03-03 00:00,IN-PAR,Paradip Port,rail_disruption,Rail network disruption — ICD connectivity lost,0.456,48,481,3293239,1,1.09,69,AB-0003,sensor_network,resolved
DIS-0247,2024-11-03 00:00,IN-KOC,Kochi Port,customs_delay,Customs clearance delay — documentation backlog,0.676,48,146,699326,4,2.85,70,AB-0004,immune_memory,resolved
DIS-0248,2023-01-15 00:00,NL-RTM,Rotterdam,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.291,48,227,2499697,3,0.5,91,NEW,crowdsource,resolved
DIS-0249,2023-05-14 00:00,IN-MUN,Mundra Port,container_shortage,Container shortage — 40ft HC unavailable,0.628,48,389,2107463,5,3.24,83,AB-0003,sensor_network,monitoring
DIS-0250,2024-06-19 00:00,IN-HAZ,Hazira Port,cyber_attack,Cyber attack on port community system,0.611,48,127,1124517,1,1.16,79,AB-0001,immune_memory,resolved
DIS-0251,2023-01-20 00:00,IN-PAR,Paradip Port,geopolitical_tension,Geopolitical tension — route advisory issued,0.743,24,212,1057255,6,0.97,35,AB-0005,manual,resolved
DIS-0252,2024-03-13 00:00,IN-KOL,Kolkata Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.372,24,348,3259096,2,1.06,48,AB-0004,immune_memory,ongoing
DIS-0253,2023-08-16 00:00,IN-MUN,Mundra Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.715,12,491,3890603,2,3.15,23,AB-0002,document_intel,resolved
DIS-0254,2023-06-21 00:00,IN-MUN,Mundra Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.87,24,110,589969,7,1.91,57,AB-0001,crowdsource,ongoing
DIS-0255,2023-09-25 00:00,IN-JNPT,Nhava Sheva (JNPT),weather_cyclone,Cyclone warning — vessel rerouting required,0.942,8,411,5895616,4,1.95,14,AB-0002,immune_memory,resolved
DIS-0256,2025-01-27 00:00,AE-DXB,Dubai (Jebel Ali),geopolitical_tension,Geopolitical tension — route advisory issued,0.851,24,145,990412,1,2.96,53,AB-0002,manual,resolved
DIS-0257,2023-06-29 00:00,DE-HAM,Hamburg,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.344,12,167,1866657,0,0.61,24,NEW,crowdsource,resolved
DIS-0258,2024-08-01 00:00,IN-HAZ,Hazira Port,cyber_attack,Cyber attack on port community system,0.686,72,483,5801788,8,2.64,97,AB-0004,sensor_network,ongoing
DIS-0259,2023-07-04 00:00,US-NYC,New York/New Jersey,container_shortage,Container shortage — 40ft HC unavailable,0.432,12,214,2640490,2,0.36,22,AB-0001,crowdsource,ongoing
DIS-0260,2024-07-03 00:00,DE-HAM,Hamburg,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.959,168,87,1266960,8,1.11,334,AB-0003,sensor_network,monitoring
DIS-0261,2023-12-20 00:00,IN-KOL,Kolkata Port,pandemic_restriction,Pandemic-related port restriction,0.77,48,462,4195585,5,3.17,70,AB-0005,manual,ongoing
DIS-0262,2023-03-19 00:00,IN-CHN,Chennai Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.694,72,253,2602290,8,0.53,97,AB-0003,immune_memory,resolved
DIS-0263,2023-11-22 00:00,TH-LCH,Laem Chabang,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.984,48,125,262846,8,2.68,66,AB-0005,immune_memory,resolved
DIS-0264,2023-09-12 00:00,CN-SHA,Shanghai,container_shortage,Container shortage — 40ft HC unavailable,0.564,48,106,333721,1,2.24,110,AB-0004,document_intel,resolved
DIS-0265,2024-08-26 00:00,MY-PTG,Port Klang,container_shortage,Container shortage — 40ft HC unavailable,0.629,24,461,3389278,6,2.4,54,AB-0001,manual,ongoing
DIS-0266,2025-04-11 00:00,IN-TUT,Tuticorin Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.476,8,276,1858998,1,0.97,11,AB-0002,crowdsource,monitoring
DIS-0267,2024-01-16 00:00,IN-KOL,Kolkata Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.287,48,124,544972,2,0.97,76,AB-0001,immune_memory,resolved
DIS-0268,2023-06-26 00:00,US-NYC,New York/New Jersey,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.495,24,101,1181232,0,0.7,38,NEW,immune_memory,resolved
DIS-0269,2024-01-04 00:00,CN-SZX,Shenzhen,container_shortage,Container shortage — 40ft HC unavailable,0.65,72,171,2516566,4,2.86,122,AB-0001,crowdsource,resolved
DIS-0270,2025-03-27 00:00,JP-YOK,Yokohama,labor_strike,Labor union strike — port operations halted,0.876,336,70,503555,3,1.68,513,AB-0005,immune_memory,ongoing
DIS-0271,2024-11-28 00:00,TH-LCH,Laem Chabang,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.381,8,292,1305889,0,1.09,18,AB-0004,immune_memory,ongoing
DIS-0272,2024-08-29 00:00,IN-KOC,Kochi Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.401,48,184,1342389,0,0.88,119,AB-0001,immune_memory,resolved
DIS-0273,2025-01-04 00:00,IN-KOC,Kochi Port,weather_cyclone,Cyclone warning — vessel rerouting required,0.824,48,154,362835,2,3.31,116,AB-0004,immune_memory,resolved
DIS-0274,2024-05-31 00:00,US-LAX,Los Angeles,equipment_failure,Crane/equipment failure — berth throughput reduced,0.419,48,33,346299,1,0.6,115,AB-0004,immune_memory,resolved
DIS-0275,2023-07-17 00:00,US-NYC,New York/New Jersey,weather_cyclone,Cyclone warning — vessel rerouting required,0.885,12,34,192163,8,2.61,19,NEW,sensor_network,monitoring
DIS-0276,2024-10-01 00:00,IN-JNPT,Nhava Sheva (JNPT),geopolitical_tension,Geopolitical tension — route advisory issued,0.934,48,22,52197,8,1.81,86,AB-0003,sensor_network,monitoring
DIS-0277,2023-12-02 00:00,IN-PAR,Paradip Port,pandemic_restriction,Pandemic-related port restriction,0.759,12,197,1512149,6,1.57,25,AB-0002,sensor_network,monitoring
DIS-0278,2024-12-13 00:00,AE-DXB,Dubai (Jebel Ali),labor_strike,Labor union strike — port operations halted,0.816,12,455,5771503,7,1.98,15,AB-0004,immune_memory,monitoring
DIS-0279,2024-10-02 00:00,IN-KND,Kandla Port,customs_delay,Customs clearance delay — documentation backlog,0.651,72,89,863032,5,0.6,86,AB-0005,sensor_network,resolved
DIS-0280,2023-04-07 00:00,US-NYC,New York/New Jersey,pandemic_restriction,Pandemic-related port restriction,0.461,24,365,4632199,1,0.65,32,AB-0002,immune_memory,resolved
DIS-0281,2025-01-03 00:00,NL-RTM,Rotterdam,weather_cyclone,Cyclone warning — vessel rerouting required,0.804,72,435,6249045,5,2.23,153,AB-0004,sensor_network,resolved
DIS-0282,2023-10-29 00:00,IN-JNPT,Nhava Sheva (JNPT),fuel_price_spike,Fuel price spike — bunker surcharge increased,0.287,24,222,1654297,3,1.13,51,AB-0004,immune_memory,resolved
DIS-0283,2024-09-30 00:00,CN-SHA,Shanghai,equipment_failure,Crane/equipment failure — berth throughput reduced,0.537,168,114,262186,2,3.15,333,AB-0003,immune_memory,resolved
DIS-0284,2023-03-26 00:00,IN-TUT,Tuticorin Port,equipment_failure,Crane/equipment failure — berth throughput reduced,0.38,120,283,2760561,3,0.55,161,NEW,sensor_network,resolved
DIS-0285,2024-10-07 00:00,IN-KOC,Kochi Port,cyber_attack,Cyber attack on port community system,0.831,168,333,4186045,3,0.81,351,AB-0004,crowdsource,resolved
DIS-0286,2025-02-09 00:00,NL-RTM,Rotterdam,weather_cyclone,Cyclone warning — vessel rerouting required,0.798,120,26,116879,5,1.89,174,AB-0003,manual,resolved
DIS-0287,2024-07-05 00:00,CN-NGB,Ningbo,labor_strike,Labor union strike — port operations halted,0.778,4,439,4433329,3,1.3,5,AB-0005,sensor_network,resolved
DIS-0288,2023-09-28 00:00,IN-TUT,Tuticorin Port,rail_disruption,Rail network disruption — ICD connectivity lost,0.483,48,466,4333156,2,0.43,71,AB-0004,document_intel,resolved
DIS-0289,2024-07-19 00:00,IN-VIZ,Visakhapatnam Port,pandemic_restriction,Pandemic-related port restriction,0.593,168,494,5626539,0,2.47,250,NEW,document_intel,resolved
DIS-0290,2023-04-24 00:00,ZA-DUR,Durban,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.702,12,91,1037704,3,0.96,25,AB-0001,crowdsource,resolved
DIS-0291,2023-05-08 00:00,US-NYC,New York/New Jersey,equipment_failure,Crane/equipment failure — berth throughput reduced,0.528,24,465,1648009,0,0.86,55,NEW,document_intel,ongoing
DIS-0292,2023-09-09 00:00,ZA-DUR,Durban,container_shortage,Container shortage — 40ft HC unavailable,0.604,24,330,2631826,3,2.16,48,AB-0001,immune_memory,monitoring
DIS-0293,2024-01-11 00:00,MY-PTG,Port Klang,labor_strike,Labor union strike — port operations halted,0.651,8,116,977027,2,2.98,15,AB-0005,sensor_network,resolved
DIS-0294,2023-06-24 00:00,IN-KOL,Kolkata Port,pandemic_restriction,Pandemic-related port restriction,0.707,24,26,106867,2,2.85,54,AB-0004,crowdsource,resolved
DIS-0295,2024-12-20 00:00,US-NYC,New York/New Jersey,pandemic_restriction,Pandemic-related port restriction,0.71,168,107,976444,1,1.7,298,AB-0003,manual,resolved
DIS-0296,2023-08-21 00:00,US-LAX,Los Angeles,equipment_failure,Crane/equipment failure — berth throughput reduced,0.478,12,487,2908449,1,0.79,20,AB-0001,sensor_network,monitoring
DIS-0297,2023-04-26 00:00,JP-YOK,Yokohama,weather_cyclone,Cyclone warning — vessel rerouting required,0.87,24,51,698697,8,2.57,49,AB-0003,document_intel,resolved
DIS-0298,2023-04-15 00:00,MY-PTG,Port Klang,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.871,24,467,1176579,8,1.72,55,AB-0003,document_intel,monitoring
DIS-0299,2023-06-01 00:00,IN-HAZ,Hazira Port,fuel_price_spike,Fuel price spike — bunker surcharge increased,0.376,48,204,1864359,3,0.81,69,AB-0004,sensor_network,resolved
DIS-0300,2023-06-20 00:00,IN-JNPT,Nhava Sheva (JNPT),customs_delay,Customs clearance delay — documentation backlog,0.429,24,68,659901,1,0.44,33,AB-0004,document_intel,resolved
DIS-0301,2023-09-20 00:00,NL-RTM,Rotterdam,port_congestion,Port congestion — vessel queuing exceeds 48h,0.651,72,125,805445,4,1.0,122,NEW,sensor_network,resolved
DIS-0302,2023-09-03 00:00,SG-SIN,Singapore,warehouse_fire,Warehouse fire — cargo damaged/destroyed,0.973,12,104,709964,3,2.19,27,AB-0005,immune_memory,resolved
